age,weight,height,gender,goal,level,steps,location,mon,tue,wed,thu,fri,sat,sun
37,63,179,F,Масса,Начинающий,8369,Дом,Кардио 25 мин,Функционалка 30 мин,Кардио 25 мин,Планка 3x1 мин,Кардио 25 мин,Отжимания 4x12,Берпи 3x20
41,77,168,F,Масса,Средний,8319,Дом,Отжимания 4x12,Йога 30 мин,Растяжка 15 мин,Йога 30 мин,Приседания 4x15,Растяжка 15 мин,Йога 30 мин
32,58,170,M,Масса,Средний,5319,Дом,Берпи 3x20,Берпи 3x20,Планка 3x1 мин,Отжимания 4x12,Берпи 3x20,Растяжка 15 мин,Растяжка 15 мин
30,95,176,M,Масса,Средний,4409,Дом,Планка 3x1 мин,Кардио 25 мин,Функционалка 30 мин,Приседания 4x15,Кардио 25 мин,Берпи 3x20,Планка 3x1 мин
34,79,167,M,Масса,Начинающий,6815,Дом,Отжимания 4x12,Растяжка 15 мин,Берпи 3x20,Берпи 3x20,Функционалка 30 мин,Планка 3x1 мин,Растяжка 15 мин
29,70,162,F,Масса,Средний,7959,Дом,Планка 3x1 мин,Йога 30 мин,Растяжка 15 мин,Йога 30 мин,Приседания 4x15,Растяжка 15 мин,Планка 3x1 мин
43,90,182,F,Масса,Продвинутый,9421,Дом,Планка 3x1 мин,Йога 30 мин,Планка 3x1 мин,Планка 3x1 мин,Кардио 25 мин,Приседания 4x15,Растяжка 15 мин
51,94,160,M,Масса,Средний,4040,Дом,Берпи 3x20,Йога 30 мин,Планка 3x1 мин,Функционалка 30 мин,Приседания 4x15,Функционалка 30 мин,Планка 3x1 мин
21,94,182,M,Масса,Средний,4057,Дом,Растяжка 15 мин,Приседания 4x15,Йога 30 мин,Берпи 3x20,Кардио 25 мин,Йога 30 мин,Планка 3x1 мин
33,89,178,F,Масса,Продвинутый,4413,Дом,Отжимания 4x12,Растяжка 15 мин,Растяжка 15 мин,Планка 3x1 мин,Кардио 25 мин,Приседания 4x15,Планка 3x1 мин
50,60,175,M,Масса,Продвинутый,10911,Дом,Йога 30 мин,Растяжка 15 мин,Кардио 25 мин,Планка 3x1 мин,Отжимания 4x12,Функционалка 30 мин,Йога 30 мин
22,55,177,M,Масса,Продвинутый,6965,Дом,Йога 30 мин,Планка 3x1 мин,Берпи 3x20,Кардио 25 мин,Отжимания 4x12,Берпи 3x20,Кардио 25 мин
38,89,192,F,Масса,Начинающий,7682,Дом,Кардио 25 мин,Функционалка 30 мин,Йога 30 мин,Планка 3x1 мин,Функционалка 30 мин,Планка 3x1 мин,Приседания 4x15
23,92,191,F,Масса,Продвинутый,9398,Дом,Йога 30 мин,Приседания 4x15,Функционалка 30 мин,Функционалка 30 мин,Планка 3x1 мин,Отжимания 4x12,Отжимания 4x12
48,94,166,F,Масса,Начинающий,9688,Дом,Отжимания 4x12,Отжимания 4x12,Функционалка 30 мин,Приседания 4x15,Функционалка 30 мин,Планка 3x1 мин,Приседания 4x15
19,70,169,F,Масса,Продвинутый,8103,Дом,Отжимания 4x12,Отжимания 4x12,Отжимания 4x12,Отжимания 4x12,Йога 30 мин,Кардио 25 мин,Кардио 25 мин
20,72,183,F,Масса,Начинающий,11228,Дом,Кардио 25 мин,Отжимания 4x12,Приседания 4x15,Растяжка 15 мин,Йога 30 мин,Йога 30 мин,Берпи 3x20
41,81,163,F,Масса,Продвинутый,9394,Дом,Приседания 4x15,Функционалка 30 мин,Берпи 3x20,Берпи 3x20,Растяжка 15 мин,Функционалка 30 мин,Функционалка 30 мин
27,85,184,M,Масса,Средний,7251,Улица,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Кардио 30 мин,Бег 30 мин,Прогулка 60 мин,Вело 40 мин,Кардио 30 мин
40,79,184,M,Масса,Продвинутый,6528,Улица,Прогулка 60 мин,Прогулка 60 мин,Прогулка 60 мин,Кардио 30 мин,Вело 40 мин,Вело 40 мин,Прогулка 60 мин
20,57,165,M,Масса,Начинающий,5012,Улица,Скандинавская ходьба 45 мин,Бег 30 мин,Кардио 30 мин,Кардио 30 мин,Кардио 30 мин,Кардио 30 мин,Скандинавская ходьба 45 мин
49,66,171,F,Масса,Продвинутый,5936,Улица,Вело 40 мин,Вело 40 мин,Бег 30 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Бег 30 мин
47,62,168,F,Масса,Продвинутый,10641,Улица,Кардио 30 мин,Прогулка 60 мин,Кардио 30 мин,Вело 40 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин
48,88,188,M,Масса,Начинающий,10106,Улица,Прогулка 60 мин,Бег 30 мин,Кардио 30 мин,Бег 30 мин,Бег 30 мин,Кардио 30 мин,Бег 30 мин
45,75,164,F,Масса,Начинающий,11753,Улица,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Кардио 30 мин,Прогулка 60 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин
21,80,195,F,Масса,Продвинутый,8230,Улица,Вело 40 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Вело 40 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Бег 30 мин
31,62,172,M,Масса,Начинающий,6209,Улица,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Бег 30 мин,Вело 40 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин
47,66,175,M,Масса,Средний,9091,Улица,Бег 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Бег 30 мин
50,60,191,M,Масса,Начинающий,7232,Улица,Скандинавская ходьба 45 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Бег 30 мин,Отжимания на турнике 3x10,Кардио 30 мин,Кардио 30 мин
54,72,189,F,Масса,Средний,11102,Улица,Бег 30 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Вело 40 мин,Скандинавская ходьба 45 мин
20,70,193,M,Масса,Средний,5803,Улица,Вело 40 мин,Бег 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Кардио 30 мин,Отжимания на турнике 3x10,Отжимания на турнике 3x10
19,86,164,M,Масса,Продвинутый,10017,Улица,Отжимания на турнике 3x10,Отжимания на турнике 3x10,Вело 40 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Вело 40 мин,Скандинавская ходьба 45 мин
25,76,191,F,Масса,Продвинутый,8307,Улица,Кардио 30 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Прогулка 60 мин,Кардио 30 мин
43,64,170,M,Масса,Средний,11847,Улица,Скандинавская ходьба 45 мин,Бег 30 мин,Кардио 30 мин,Вело 40 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин
39,94,191,F,Масса,Средний,6939,Улица,Прыжки через скакалку 3x1 мин,Кардио 30 мин,Отжимания на турнике 3x10,Вело 40 мин,Бег 30 мин,Бег 30 мин,Отжимания на турнике 3x10
51,68,164,F,Масса,Средний,9847,Улица,Скандинавская ходьба 45 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Вело 40 мин,Кардио 30 мин,Бег 30 мин,Кардио 30 мин
54,92,165,M,Масса,Начинающий,7223,Улица,Кардио 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Бег 30 мин,Вело 40 мин,Бег 30 мин
19,84,191,M,Масса,Начинающий,10987,Улица,Отжимания на турнике 3x10,Бег 30 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин,Скандинавская ходьба 45 мин,Прогулка 60 мин
42,94,169,F,Масса,Средний,10642,Улица,Бег 30 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Прогулка 60 мин,Отжимания на турнике 3x10,Вело 40 мин
27,69,168,M,Масса,Средний,6579,Улица,Скандинавская ходьба 45 мин,Бег 30 мин,Бег 30 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин,Вело 40 мин
46,64,183,M,Масса,Средний,11338,Улица,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Прогулка 60 мин,Прогулка 60 мин,Вело 40 мин,Прыжки через скакалку 3x1 мин
21,83,173,M,Масса,Начинающий,7934,Улица,Прогулка 60 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Отжимания на турнике 3x10,Прыжки через скакалку 3x1 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин
38,94,176,F,Масса,Начинающий,4146,Улица,Вело 40 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Бег 30 мин,Кардио 30 мин,Отжимания на турнике 3x10
35,56,171,M,Масса,Продвинутый,10114,Улица,Прогулка 60 мин,Бег 30 мин,Кардио 30 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Прогулка 60 мин,Скандинавская ходьба 45 мин
39,93,176,M,Масса,Средний,8874,Улица,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Бег 30 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Бег 30 мин
51,57,164,M,Масса,Средний,11951,Улица,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Прыжки через скакалку 3x1 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Кардио 30 мин,Бег 30 мин
20,59,177,M,Масса,Продвинутый,11416,Улица,Прогулка 60 мин,Кардио 30 мин,Скандинавская ходьба 45 мин,Отжимания на турнике 3x10,Скандинавская ходьба 45 мин,Бег 30 мин,Прыжки через скакалку 3x1 мин
